anime_ids	name	genre	type	episodes	rating	members
6495	Attack No.1: Namida no Fushichou	Drama, Shoujo, Sports	Movie	1	6.31	248
4895	Chuumon no Ooi Ryouriten (1991)	Fantasy, Horror, Supernatural	Movie	1	6.31	2304
4308	D.I.C.E.	Action, Adventure, Kids, Mecha, Sci-Fi, Shounen	TV	40	6.31	2744
5339	Dr.	Action, Adventure, Magic, Music, Sci-Fi, Super Power	Music	1	6.31	1616
6814	Gregory Horror Show: The Bloody Karte	Comedy, Demons, Horror, Mystery, Supernatural, Vampire	Special	12	6.31	399
7278	Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita	Comedy, Drama, Romance	Movie	1	6.31	399
4973	Hoshi ni Negai wo: Fantastic Cat	Adventure, Sci-Fi	ONA	1	6.31	1140
2166	Komori-san wa Kotowarenai!	Comedy, School, Slice of Life	TV	12	6.31	24377
982	Maken-Ki! Two Specials	Ecchi	Special	5	6.32	7858
2515	Maou Dante	Action, Demons, Horror, Shounen, Supernatural	TV	13	6.31	3907
2573	Mazinger Z tai Devilman	Adventure, Demons, Mecha, Sci-Fi, Shounen	Movie	1	6.31	1481
2648	Queen&#039;s Blade: Gyokuza wo Tsugu Mono Specials	Action, Adventure, Ecchi, Fantasy	Special	6	6.31	7496
6894	Sousei Kishi Gaiarth	Action, Adventure, Mecha, Sci-Fi	OVA	3	6.31	1104
1808	Starry☆Sky	Harem, School, Shoujo	ONA	26	6.31	37155
7170	Suna no Bara: Yuki no Mokushiroku	Action	OVA	1	6.31	633
3874	Akahori Gedou Hour Rabuge	Comedy, Magic, Parody	TV	13	6.3	3271
5281	Brain Powerd	Action, Adventure, Mecha, Sci-Fi	TV	26	6.3	5058
5923	Catblue: Dynamite	Action, Fantasy	ONA	1	6.3	1311
6907	DNA Sights 999.9	Action, Adventure, Drama, Sci-Fi	OVA	1	6.3	1048
5588	Goulart Knights: Evoked the Beginning White	Action, Drama, Fantasy, Shoujo, Supernatural	OVA	1	6.3	1746
2826	Kenzen Robo Daimidaler	Comedy, Ecchi, Mecha, Seinen	TV	12	6.3	33059
7356	Kiss Dum: Omokage	Mecha, Military, Sci-Fi	Special	1	6.3	605
6909	Masou Kishin Cybuster	Adventure, Mecha, Sci-Fi, Shounen	TV	26	6.3	1342
4492	Momoiro Sisters	Comedy, Slice of Life	TV	24	6.3	1366
6755	Monotonous Purgatory	Music	Music	1	6.3	515
5812	Personal Computer Travel Tanteidan	Adventure, Historical, Kids, Sci-Fi	TV	26	6.3	606
3783	Prism Ark Specials	Action, Comedy, Drama, Fantasy, Magic	Special	6	6.3	1636
3821	Robot Girls Z Plus	Comedy, Mecha, Parody	ONA	6	6.3	3863
6970	Samurai Spirits 2: Asura Zanmaden	Action, Fantasy, Martial Arts, Samurai, Super Power	OVA	2	6.3	1317
6626	Stitch!: Itazura Alien no Daibouken	Adventure, Comedy, Kids, Sci-Fi	TV	29	6.3	875
6717	Tattoon Master	Adventure, Comedy, Slice of Life, Supernatural	OVA	2	6.3	1370
6795	Tenamonya Voyagers	Adventure, Comedy, Ecchi, Mecha, Sci-Fi	OVA	4	6.3	1755
6257	Thermae Romae x Asahi Shimbun Digital Collaboration	Comedy, Historical, Seinen	Special	1	6.3	480
5737	Tokimeki Memorial 4 OVA	Harem	OVA	1	6.3	1260
6023	Topo Gigio	Adventure, Comedy, Kids	TV	21	6.3	981
4187	W: Wish	Drama, Harem, Romance, School, Slice of Life	TV	13	6.3	10523
3288	Weiß Survive R	Comedy, Ecchi, Game	TV	12	6.3	7275
1177	Bakugan Battle Brawlers: Mechtanium Surge	Action, Adventure, Fantasy, Game, Shounen	TV	46	6.29	8662
6674	Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors	Action, Historical, Mecha	Movie	1	6.29	1208
2770	Eureka Seven AO: Aratanari Fukaki Ao	Comedy, Slice of Life	ONA	10	6.29	3331
2142	Final Fantasy: Unlimited	Action, Adventure, Fantasy, Sci-Fi, Shounen	TV	25	6.29	25652
7265	Genei Toushi Bastof Lemon	Adventure, Mecha, Sci-Fi	TV	26	6.29	666
4263	Jinki:Extend	Mecha, Sci-Fi	TV	12	6.29	7496
3941	Lovedol: Lovely Idol	Harem, Music	TV	12	6.29	5825
7151	Memory	Mystery	Movie	1	6.29	1709
5448	Norageki!	Mystery, Sci-Fi, Space	OVA	1	6.29	6727
4952	Show By Rock!! Short!!	Comedy, Music	TV	12	6.29	5672
6107	Sonic X Pilot	Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen	Special	2	6.29	1795
2214	Strike Witches OVA	Action, Ecchi, Magic, Military, Sci-Fi	OVA	1	6.29	18236
5396	Taisei Kensetsu: Bosporus Kaikyou Tunnel	Drama	Special	1	6.29	2707
2993	Tamako Market Specials	Comedy	Special	6	6.29	12141
5965	Catman	Comedy, Fantasy, Slice of Life	ONA	7	6.28	1555
5206	Chocolate Underground	Comedy, Kids	ONA	13	6.28	9351
6212	Choujuu Kishin Dancougar: Hakunetsu no Shuushou	Mecha, Sci-Fi, Space	OVA	4	6.28	419
3727	Colorful	Comedy, Ecchi, Slice of Life	TV	16	6.28	13960
5042	DD Hokuto no Ken	Parody, Seinen	TV	12	6.28	2348
1903	Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da	Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power	Movie	1	6.28	49949
6297	Girlfriend (Note)	Music, School	ONA	3	6.28	1942
6978	Gu-Gu Ganmo	Comedy, School	TV	50	6.28	259
859	Holy Knight	Ecchi, Fantasy, School, Seinen, Supernatural, Vampire	OVA	2	6.28	20589
6217	Lupin III: Ikiteita Majutsushi	Adventure, Comedy, Shounen	OVA	1	6.28	2697
2605	Mobile Suit Gundam: More Information on the Universal Century	Mecha, Military, Sci-Fi, Space	Special	10	6.28	1350
3459	Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special	Action, Mecha, Military, Sci-Fi	Special	1	6.28	5477
3860	Narutaru: Mukuro Naru Hoshi Tama Taru Ko	Drama, Seinen, Thriller	TV	13	6.28	18031
5621	Natsuki Crisis	Action, Martial Arts, School	OVA	2	6.28	1186
4244	RG Veda	Adventure, Drama, Fantasy	OVA	2	6.28	5070
4990	Rinne no Lagrange Specials	Comedy	Special	6	6.28	3291
6846	Rokumon Tengai Mon Colle Knights Movie: Densetsu no Fire Dragon	Adventure, Comedy, Fantasy	Movie	1	6.28	350
5531	Senkou no Night Raid Picture Drama	Action, Historical, Super Power	Special	1	6.28	1543
4567	Shin Kujakuou	Action, Demons, Horror	OVA	2	6.28	743
2676	True Tears: Raigomaru to Jibeta no Monogatari	Kids	Special	1	6.28	5110
6543	Uchuu no Kishi Tekkaman Blade OVA: Missing Link	Action, Mecha, Sci-Fi, Shounen	OVA	1	6.28	1056
6063	World Calling	Music	Music	1	6.28	578
7362	Akuemon	Fantasy, Romance	OVA	1	6.27	453
2293	Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo	Action, Adventure, Fantasy, Magic, Sci-Fi	OVA	1	6.27	10531
951	BlazBlue: Alter Memory	Action, Fantasy	TV	12	6.27	52965
1349	Chika Gentou Gekiga: Shoujo Tsubaki	Drama, Historical, Horror	Movie	1	6.27	8214
5714	Donyatsu	Comedy, Sci-Fi, Seinen	Movie	12	6.27	2168
5640	Dragon Quest Retsuden: Roto no Monshou	Adventure, Fantasy, Magic, Shounen	Movie	1	6.27	590
7065	Dream Hunter Rem	Ecchi, Magic	OVA	4	6.27	1442
4180	Earthian	Drama, Shoujo, Shounen Ai	OVA	4	6.27	5394
6983	Haja Taisei Dangaiou	Action, Adventure, Mecha, Sci-Fi	OVA	3	6.27	2350
5620	Kouryuu Densetsu Villgust	Action, Adventure, Comedy, Fantasy, Romance	OVA	2	6.27	1079
945	Kyoto Animation: Kasa-hen	Fantasy	Special	1	6.27	2317
880	Maken-Ki! Specials	Ecchi, Sports	Special	6	6.27	13691
5705	Metropolis (2009)		Movie	1	6.27	313
5348	Mukougaoka Chisato wa Tada Mitsumeteita no Datta	Music	Music	1	6.27	794
3429	Plastic Little	Action, Adventure, Comedy, Ecchi, Mecha, Military, Romance, Sci-Fi	OVA	1	6.27	7287
786	Princess Lover! Picture Drama	Comedy, Ecchi, Harem, School	Special	6	6.27	7132
3791	Sengoku☆Paradise Kiwami	Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo	TV	26	6.27	3473
4848	Tabi Machi Late Show	Drama	TV	4	6.27	5430
3418	To Heart: Remember My Memories Specials	Comedy, Martial Arts, Parody, Samurai, Sci-Fi, Super Power	Special	7	6.27	2198
3892	Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary	Comedy, Drama, Harem, Romance, Sci-Fi	TV	13	6.27	5200
430	Wizard Barristers: Benmashi Cecil	Magic	TV	12	6.27	38188
6479	Barbapapa	Comedy, Fantasy	TV	45	6.26	1385
5114	Beast Wars Second: LioConvoy in Imminent Danger!	Action, Adventure, Sci-Fi	Movie	1	6.26	685
1827	Bokurano Recap	Drama, Mecha, Psychological, Sci-Fi	Special	1	6.26	1737
6133	Chibikko Remi to Meiken Kapi	Adventure, Drama, Slice of Life	Movie	1	6.26	351
4859	Choujuu Densetsu Gestalt	Adventure, Comedy, Fantasy, Shoujo	OVA	2	6.26	2601
4773	Good Morning Call	Comedy, Drama, Romance, School, Shoujo	OVA	1	6.26	3970
2711	Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special	Comedy, Sci-Fi	Special	1	6.26	8434
1571	Heart no Kuni no Alice: Wonderful Wonder World	Fantasy, Harem, Romance, Shoujo	Movie	1	6.26	20532
2568	iDOLM@STER Xenoglossia Specials	Comedy, Mecha, Sci-Fi	Special	9	6.26	2377
6001	Kusatta Kyoushi no Houteishiki	Comedy, Romance, Shounen Ai	OVA	2	6.26	2649
4407	Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!	Comedy	OVA	1	6.26	6996
6828	Oz no Mahoutsukai	Fantasy	Movie	1	6.26	357
1933	SoniAni: Super Sonico The Animation	Music, Slice of Life	TV	12	6.26	45748
2066	Soul Link	Action, Adventure, Comedy, Military, Romance, Sci-Fi, Space	TV	12	6.26	14641
5655	Suntory Minami Alps no Tennen Mizu	Drama, School	Special	3	6.26	3700
4847	Tantei Team KZ Jiken Note	Mystery, School	TV	16	6.26	9410
3267	Top wo Nerae! Kagaku Kouza	Comedy, Sci-Fi	Special	6	6.26	5479
5401	Yurumates 3D: Ushinawareta Genjitsu	Comedy, Seinen, Slice of Life	OVA	1	6.26	1095
481	11eyes: Momoiro Genmutan	Comedy, Ecchi, Super Power, Supernatural	Special	1	6.25	28144
4598	Aquarian Age: Sign for Evolution	Action, Adventure, Fantasy, Music, Romance, Sci-Fi, Shounen, Super Power, Supernatural	TV	13	6.25	9268
6857	Ark	Action, Fantasy, Mecha, Military, Sci-Fi, Supernatural	Movie	1	6.25	721
5931	Assemble Insert	Comedy, Police, Sci-Fi	OVA	2	6.25	1566
1853	Blade &amp; Soul	Action, Adventure, Fantasy, Martial Arts	TV	13	6.25	72692
4699	Boku, Otaryman.	Comedy, Seinen, Slice of Life	OVA	1	6.25	3294
1589	Dragon Age: Blood Mage no Seisen	Action, Fantasy	Movie	1	6.25	6341
7354	Eien no Filena	Adventure, Drama, Fantasy	OVA	6	6.25	301
4238	Final Fantasy	Action, Adventure, Comedy, Fantasy	OVA	4	6.25	10325
6635	Hashi no Mukou	Historical, Horror, Supernatural	ONA	1	6.25	792
6091	Huckleberry no Bouken	Adventure, Drama, Historical	TV	26	6.25	748
6139	Imawa no Kuni no Alice	Action	ONA	1	6.25	824
4740	Ippatsu Kanta-kun	Action, Adventure, Comedy, Kids, Sports	TV	53	6.25	310
2078	Iron Man	Action, Drama, Mecha	TV	12	6.25	17403
3436	Junk Boy	Comedy, Ecchi, Romance	OVA	1	6.25	3156
4698	Kemono to Chat	Comedy	OVA	1	6.25	1175
5322	Kouchou-sensei to Kujira	Drama	Movie	1	6.25	1441
6876	Megumi	Historical	ONA	1	6.25	1105
5003	Mobile Suit Gundam-san	Comedy, Mecha, Parody	TV	13	6.25	3598
6977	Moldiver	Action, Comedy, Magic, Mecha, Romance, Sci-Fi	OVA	6	6.25	1584
6911	Pinocchio yori Piccolino no Bouken	Adventure, Kids	TV	52	6.25	852
5012	Pokemon XY: Hoopa no Odemashi Daisakusen!!	Comedy, Fantasy, Kids	Special	6	6.25	1544
2619	Pokemon: Slowking no Ichinichi	Fantasy, Kids	Special	1	6.25	6090
2756	Queen&#039;s Blade: Rebellion Specials	Ecchi	Special	6	6.25	4989
4576	Quiz Magic Academy: The Original Animation	Comedy, Fantasy, Magic, School	OVA	1	6.25	7367
3668	Riki-Oh: Toukatsu Jigoku	Action, Martial Arts, Seinen, Super Power	OVA	1	6.25	1319
3488	Rio: Rainbow Gate! Special	Comedy, Ecchi, Game	Special	1	6.25	3037
1118	Tiger &amp; Bunny Pilot	Action, Comedy, Super Power	Special	1	6.25	5936
5394	Tokyo Disney Resort: Yume ga Kanau Basho	Slice of Life	Special	1	6.25	727
5075	Towa no Kizuna	Music	Music	1	6.25	1692
6736	Watashi no Coffee Samurai: Jihanki-teki na Kareshi	Action, Romance, Samurai, Sci-Fi	Special	1	6.25	1335
4521	Wind: A Breath of Heart	Comedy, School	OVA	1	6.25	1557
3480	Yakumo Tatsu	Adventure, Historical, Horror, Shoujo, Supernatural	OVA	2	6.25	2427
2988	Yami Shibai 3rd Season	Dementia, Horror, Supernatural	TV	13	6.25	10557
6082	Youma	Action, Demons, Fantasy, Horror, Supernatural	OVA	2	6.25	4244
450	Yumeria	Action, Comedy, Ecchi, Harem, Super Power	TV	12	6.25	19138
6575	Yutori-chan	Comedy, Slice of Life	ONA	25	6.25	3516
3662	Zero Duel Masters	Adventure, Comedy, Game, Sports	TV	12	6.25	1217
4377	Attraction	Mystery	ONA	1	6.24	1430
3903	Burn Up!	Action, Comedy, Ecchi, Police, Sci-Fi	OVA	1	6.24	4184
3667	Calimero	Comedy	TV	45	6.24	2279
5204	Connected	Dementia, Music, Sci-Fi	Music	1	6.24	2697
4380	Crystal Blaze	Action, Sci-Fi	TV	12	6.24	11974
1965	Fantasista Doll	Fantasy, Magic, Sci-Fi	TV	12	6.24	18799
6893	Gall Force: The Revolution	Action, Adventure, Mecha, Military, Sci-Fi, Space	OVA	4	6.24	686
7168	Getsumen To Heiki Mina Specials	Action, Comedy, Ecchi, Shounen, Super Power	Special	2	6.24	804
6341	Ginga Ojousama Densetsu Yuna: Kanashimi no Siren	Action, Adventure, Comedy, Magic, Mecha, Sci-Fi	OVA	2	6.24	1748
6067	Gunslinger Stratos: The Animation - Bunki/Futatsu no Mirai	Action, Sci-Fi	Special	1	6.24	1379
6492	Kaze no Matasaburou (Movie)	Fantasy, Supernatural	Movie	1	6.24	1131
5360	Koko ni Iru	Slice of Life	ONA	1	6.24	401
7189	Miracle Train: Chuo-sen e Youkoso	Fantasy, Shoujo	Special	1	6.24	2961
5276	Mirai no Watashi	Comedy, Slice of Life	ONA	1	6.24	1089
2716	Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space	Action, Drama, Mecha, Military, Sci-Fi, Space	Special	1	6.24	3528
5260	Quiz Magic Academy: The Original Animation 2	Comedy, Fantasy, Magic, School	OVA	1	6.24	3658
616	School Days ONA	Drama, Romance, School	ONA	1	6.24	21104
6066	The Five Killers	Action	ONA	1	6.24	312
6265	Thermae Romae x TOTO Collaboration	Comedy, Historical, Seinen	Special	1	6.24	447
4532	Tokimeki Memorial: Forever With You	Drama, Romance, School	OVA	2	6.24	1734
5604	True Love Story	Romance	OVA	3	6.24	3409
2441	Valkyrie Drive: Mermaid Specials	Action, Ecchi, Fantasy, Shoujo Ai	Special	6	6.24	5679
1574	Wolverine	Action, Martial Arts, Super Power	TV	12	6.24	14989
5139	Black Bullet: Tenchuu＊Girls	Fantasy	Special	1	6.23	6806
7028	Dragon&#039;s Heaven	Action, Adventure, Fantasy, Mecha, Sci-Fi	OVA	1	6.23	1924
1428	DRAMAtical Murder OVA: Data_xx_Transitory	Drama, Psychological, Sci-Fi, Shounen Ai	Special	1	6.23	12469
5456	Gakkou no Kaidan Recaps	Horror, Mystery, Supernatural	Special	2	6.23	547
7246	Gun-dou Musashi	Adventure, Fantasy, Samurai	TV	26	6.23	3955
1435	Gunslinger Stratos: The Animation	Action, Sci-Fi	TV	12	6.23	47587
2445	Luck &amp; Logic	Action, Fantasy	TV	12	6.23	48314
6804	Majuu Sensen	Action, Fantasy	OVA	3	6.23	320
7341	Master of Epic: The Animation Age	Comedy, Fantasy, Game	TV	12	6.23	1139
6524	Mori no Tonto-tachi	Fantasy, Kids	TV	23	6.23	278
7304	Persona 2: Another Self	Action, Demons, Fantasy, Supernatural	Special	1	6.23	1178
2759	Queen&#039;s Blade Rebellion vs. Hagure Yuusha no Aesthetica	Action, Ecchi, Fantasy	Special	1	6.23	8780
4047	Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi	Ecchi, Fantasy, Harem, Music	Music	4	6.23	3730
5520	Shounen Sunday CM Gekijou: InuYasha-hen	Action, Demons, Fantasy	Special	2	6.23	1218
6256	Thermae Romae x LOFT Collaboration	Comedy, Historical, Seinen	Special	1	6.23	467
6398	Chivas 1-2-3	Action, Comedy, Ecchi, Fantasy, Supernatural	OVA	2	6.22	2011
3482	I: Wish You Were Here	Action, Drama, Mystery, Sci-Fi	TV	4	6.22	6017
5764	Kakomareta Sekai	Drama	ONA	1	6.22	786
2849	Kenzen Robo Daimidaler Specials	Comedy, Ecchi, Mecha, Seinen	Special	6	6.22	3816
5305	Kimagure Robot	Comedy, Fantasy, Sci-Fi	TV	10	6.22	1521
4566	Kujakuou	Action, Demons, Horror	OVA	3	6.22	949
6730	Metal Skin Panic MADOX-01	Action, Mecha, Sci-Fi	OVA	1	6.22	2030
5729	Miss Monochrome: Watashi dake no Monogatari	Music	Music	1	6.22	1634
6865	Ninku (Movie)	Action, Adventure, Comedy, Historical, Martial Arts, Shounen	Movie	1	6.22	887
5353	Piece	Music	Music	1	6.22	1143
4989	Sacred Seven: Shirogane no Tsubasa Picture Drama	Action, Comedy, School, Sci-Fi, Super Power	Special	2	6.22	1589
5333	Birthday Boy	Action, Drama, Historical, Military	Movie	1	6.21	1196
2622	Chokin Senshi Cashman	Action, Comedy	OVA	1	6.21	366
4548	Detatoko Princess	Comedy, Fantasy	OVA	3	6.21	1220
7008	Giant Robo Gaiden Ginrei	Comedy, Ecchi, Mecha, Parody, Sci-Fi, Shounen, Super Power	OVA	3	6.21	2223
6822	Hand Maid Mai	Comedy, Ecchi, Romance, Sci-Fi	OVA	1	6.21	2621
2491	Kishin Houkou Demonbane	Comedy, Drama, Mecha, Sci-Fi	OVA	1	6.21	7024
3886	Koutetsu Tenshi Kurumi Zero	Drama, Romance, Sci-Fi	OVA	3	6.21	3896
2487	Kujibiki Unbalance	Comedy, Romance, School	OVA	3	6.21	8291
5249	Makasete Iruka!	Action, Comedy, School	OVA	1	6.21	893
5433	Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?	Harem, Romance	Special	1	6.21	6004
6440	Mezame no Hakobune	Fantasy	OVA	1	6.21	1867
6670	Mobile Suit SD Gundam Mk IV	Mecha, Parody, Sci-Fi	OVA	2	6.21	1756
2739	Queen&#039;s Blade OVA Specials	Action, Adventure, Ecchi, Fantasy	Special	2	6.21	5535
3619	Shingeki no Bahamut: Genesis Recap	Action, Adventure, Demons, Fantasy, Magic, Supernatural	Special	1	6.21	6785
2168	Shining Hearts: Shiawase no Pan	Action, Fantasy	TV	12	6.21	27273
6188	Vanquished Queens	Action, Adventure, Ecchi, Fantasy	OVA	4	6.21	5462
4221	Abarenbou Rikishi!! Matsutarou	Seinen, Sports	TV	23	6.2	5568
3550	Bakumatsu Gijinden Roman	Fantasy, Historical	TV	12	6.2	7816
3808	Bakumatsu Rock	Action, Comedy, Historical, Music, Shoujo	TV	12	6.2	18680
5950	Baoh Raihousha	Action, Martial Arts, Sci-Fi, Shounen, Space, Super Power	OVA	1	6.2	5520
1274	Blame!	Mecha, Sci-Fi	ONA	6	6.2	13802
7182	D4 Princess	Action, Comedy, Magic, Mecha, Sci-Fi	TV	24	6.2	1514
2803	Fate/Zero Cafe	Comedy, Parody	Movie	1	6.2	8130
6824	Gulliver no Uchuu Ryokou	Adventure, Sci-Fi	Movie	1	6.2	527
7193	Hey! Bumboo	Adventure, Cars, Kids	TV	130	6.2	677
2692	Houkago no Pleiades	Magic	ONA	4	6.2	13618
4485	Ichigeki Sacchuu!! Hoihoi-san	Comedy, Sci-Fi, Slice of Life	OVA	1	6.2	5404
3888	Itsudatte My Santa!	Comedy, Ecchi, Fantasy, Romance, Shounen	OVA	2	6.2	8206
5246	Jishu Seisaku Movie Binchou-tan	Music, Slice of Life	Music	1	6.2	1781
5703	Kishin Houkou Demonbane (TV) Specials	Magic, Mecha, Sci-Fi, Supernatural	Special	2	6.2	571
3961	Love♥Love? Specials	Comedy, Ecchi, Harem, Romance	Special	4	6.2	3935
3815	M3: Sono Kuroki Hagane Recap	Action, Mecha	Special	1	6.19	1022
6746	MAPS: Densetsu no Samayoeru Seijin-tachi	Action, Adventure, Drama, Sci-Fi, Shounen, Space	OVA	1	6.2	402
6817	Metal Fighter Miku	Comedy, Sci-Fi, Shounen, Sports	TV	13	6.2	1377
5952	Outlanders	Adventure, Comedy, Ecchi, Sci-Fi, Shounen	OVA	1	6.2	2655
6886	Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu	Adventure, Drama, Fantasy, Shounen	OVA	1	6.2	1449
4876	Super Kuma-san	Comedy, Fantasy	Special	1	6.2	534
5400	Thermae Romae: Kodai Romajin ga Uchuu e	Comedy, Seinen, Space	Special	1	6.2	749
7241	Akai Kiba: Blue Sonnet	Action, Drama, Sci-Fi, Shoujo, Super Power	OVA	5	6.19	1024
7351	Barbapapa Sekai wo Mawaru	Adventure, Comedy	TV	50	6.19	528
2742	Ben-To Picture Drama	Comedy	Special	6	6.19	6718
5021	Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuuanzen	Shounen, Sports	ONA	6	6.2	1867
4994	Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials	Comedy, Ecchi, Parody, School, Shounen	Special	5	6.19	2744
6869	Ginga e Kickoff!!: Natsuyasumi Special	Sports	Special	1	6.19	762
2898	Gunslinger Stratos	Action, Sci-Fi	ONA	1	6.19	2666
5308	Mahou Gakuen Lunar! Aoi Ryuu no Himitsu	Comedy, Fantasy, Magic	Movie	1	6.19	833
6676	Mobile Suit SD Gundam Festival	Action, Comedy, Fantasy, Mecha, Parody	Movie	1	6.19	913
1850	Mou Hitotsu no Mirai wo.	Sci-Fi	ONA	3	6.19	6580
6829	Muybridge no Ito	Drama	Movie	1	6.19	797
6044	Scan2Go	Cars, Kids, Shounen, Space, Sports	TV	52	6.19	642
5403	Taisei Kensetsu: Sri Lanka Kousokudouro	Drama	Special	1	6.19	1906
6189	The Samurai	Comedy, Romance, School, Shounen	OVA	1	6.19	839
5307	Tobira wo Akete (1995)	Dementia, Fantasy	OVA	1	6.19	2351
7311	Vocaloid China Project Senden Animation	Fantasy, Music	Music	5	6.19	1582
3460	Wooser no Sono Higurashi: Ken to Pants to Wooser to	Comedy, Fantasy, Slice of Life	Special	1	6.19	2209
6269	Zeonic Toyota Special Movie	Cars	ONA	2	6.19	1251
1872	Big Order	Action, Shounen, Super Power	OVA	1	6.18	17237
3793	Haitai Nanafa	Comedy, Supernatural	TV	13	6.18	5907
7164	Hana wa Saku: Touhoku ni Saku	Fantasy, Kids	Special	1	6.18	557
5040	Hokuto no Ken: Legend of Heroes	Action, Martial Arts	Special	1	6.18	1906
4672	Lemon Angel (1988)	Ecchi	TV	9	6.18	567
958	Mahou Sensou	Action, Fantasy, Magic	TV	12	6.18	104192
5157	Marvel Disk Wars: The Avengers	Action, Kids, Super Power	TV	51	6.18	3953
2256	Mousou Kagaku Series: Wandaba Style	Comedy, Sci-Fi	TV	12	6.18	2077
6118	Shin Calimero	Comedy	TV	52	6.18	1016
7144	Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi	Historical, Military	Special	1	6.18	560
5318	Soratobu Toshi Keikaku	Music, Sci-Fi	Music	1	6.18	1163
3391	Chain Chronicle: Short Animation	Action, Adventure, Fantasy, Magic, Shounen	OVA	8	6.17	2814
6541	Chiisana Obake Acchi, Kocchi, Socchi	Comedy, Supernatural	TV	50	6.17	1226
1700	Chu Feng: B.E.E	Action, Comedy, Fantasy, Mecha, Romance, School, Sci-Fi	ONA	6	6.17	11481
5565	Gokujo.: Souda Onsen ni Ikou!!	Comedy, Ecchi, Shoujo Ai	Special	1	6.17	2288
5402	Hitotsubu ni Kawaranu Ai wo Komete	Magic, Slice of Life	ONA	1	6.17	1287
1258	Isuca	Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural	TV	10	6.17	63638
2832	Kara no Kyoukai: Mirai Fukuin - Manner Movie	Drama	Movie	1	6.17	4260
5355	Kawasaki Frontale x Tentai Senshi Sunred	Comedy, Parody, Seinen, Sports, Super Power	Special	4	6.17	363
5324	Kaze no Toori Michi	Music	Music	1	6.17	1902
2259	Mouse	Action, Comedy, Ecchi, Harem, Shounen	TV	12	6.17	10979
4797	Nakedyouth	Romance, Shounen Ai, Slice of Life, Sports	ONA	1	6.17	4125
1597	Ozma	Action, Sci-Fi	TV	6	6.17	11556
6899	Saint Luminous Jogakuin	Mystery, Psychological, Supernatural	TV	13	6.17	1701
538	School Days	Drama, Harem, Romance, School	TV	12	6.17	279183
6488	Soliton no Akuma	Drama, Military, Sci-Fi	Movie	1	6.17	412
5163	Space☆Dandy Picture Drama	Comedy, Sci-Fi, Space	Special	2	6.17	2399
5701	Tenshi na Konamaiki Specials	Shounen	Special	13	6.18	504
4569	The Choujo	Comedy, Sci-Fi, Super Power	OVA	1	6.17	1525
4811	A.D. Police (TV)	Action, Mecha, Sci-Fi, Shounen	TV	12	6.16	5547
3497	Ange Vierge	Adventure, Fantasy, Magic, School	TV	12	6.16	21934
3250	Eikyuu Kazoku	Comedy, Psychological	Movie	1	6.16	5305
1800	First Squad: The Moment of Truth	Action, Historical, Military, Super Power, Supernatural	Movie	1	6.16	25040
2839	Kyoukai no Rinne	Comedy, Supernatural	Special	1	6.16	2983
5275	Mahou Shoujo Lyrical Nanoha ViVid: Special Program	Action, Magic	Special	1	6.15	1026
4982	Softenni Specials	Comedy, Ecchi, School, Sports	Special	6	6.16	2902
5925	Tatakae!! Iczer-1	Action, Adventure, Ecchi, Mecha, Sci-Fi	OVA	3	6.16	3126
5557	Bacterial Contamination	Dementia, Horror, Music	Music	1	6.15	1643
5570	Detective Conan vs. Wooo	Adventure, Comedy, Mystery, Police, Shounen	ONA	2	6.15	2587
6460	Hajimari no Boukensha-tachi: Legend of Crystania	Action, Adventure, Fantasy, Magic, Supernatural	Movie	1	6.15	2893
666	Mitsu x Mitsu Drops	Drama, Romance, School, Shoujo	OVA	2	6.15	16436
4324	Mitsuwano	Slice of Life	OVA	1	6.15	2794
3278	Ouritsu Uchuugun: Honneamise no Tsubasa - Pilot Film	Sci-Fi, Seinen	Special	1	6.15	705
709	School Days: Valentine Days	Comedy, Romance, School	OVA	1	6.15	32917
6835	Seraphim Call	Drama, Romance, Sci-Fi	TV	12	6.15	2434
3809	Shounen Hollywood: Holly Stage for 49	Music, Shoujo, Slice of Life	TV	13	6.15	10776
1354	Takane no Jitensha	Fantasy, School	Special	1	6.15	1583
6584	The iDOLM@STER Million Live! 1st Anniversary PV	Drama	Special	1	6.15	1292
